60	0	91468	1	HECHO PUNIBLE C LA VIDA- HOMICIDIO DOLOSO
60	0	26978	1	homicidio doloso
60	0	100391	0	
60	0	87541	0	
60	0	54812	0	
60	0	84140	1	HURTO AGRAVADO Y HOMICIDIO EN GRADO DE TENTATIVA
60	0	39024	1	...la conducta del Sr. MARIO FULGENCIO ROJAS DUARTE, dentro de lo previsto por el art. 105 inc. 1 y 2 , num. 4) del C.P., en concordancia con el art. 29 inc. 1 , determinando su condena a la pena privativa de libertad de 20 (veinte) años por la comisión del hecho punible de Homicidio Doloso.
60	0	39099	0	
60	0	23511	1	robo agravado con resultado de muerte, según el artículo 168, inciso 1 del Código Penal, en concordancia con el artículo 29 inciso 1 del mismo cuerpo legal.
60	0	73394	0	
60	0	88348	1	homicidio doloso
60	0	26239	1	HOMICIDIO DOLOSO, ROBO AGRAVADO Y ASOCIACIÓN CRIMINAL
60	0	47287	0	
60	0	86333	0	
60	0	75295	1	DECLARAR la comprobación de la existencia del hecho punible de HOMICIDIO Y ROBO AGRAVADO, ocurrido entre el 10 y 13 de octubre del 2014, en la Compañía Independencia de General Artigas, Dpto. de Itapua
60	0	85275	1	calificando su conducta como Homicidio Doloso, dentro de las disposiciones de los artículos 105 incisos 1 y 2 numerales 1 y 4 en concordancia con el 29 inciso 1 , todos del Código Penal.
60	0	60797	1	"M.P. C EDGAR GIMENEZ DUARTE ALIAS ""SAPARA"" Y RAMÓN FARIÑA ALIAS ""KAMBA'I"" S HOMICIDIO DOLOSO EN ESTA CIUDAD"
60	0	55109	1	Homicidio Doloso en grado de tentativa
60	0	24078	0	
60	0	85229	1	HOMICIDIO DOLOSO CON FINES DE ROBO
62	0	38770	1	Durante el proceso penal, no se podrán otorgar medidas alternativas, ni la prisión preventiva decretada podrá ser modificada por una medida sustitutiva cuando el hecho sea tipificado como crimen o cuando su comisión lleve aparejada la vulneración de la vida de la persona como resultado de una comisión dolosa...
62	0	40203	0	
62	0	38839	0	
62	0	39570	0	
62	0	97670	0	
62	0	38926	0	
62	0	39778	0	
62	0	40873	0	
62	0	86579	1	quien de acuerdo a los informes agregados en autos se encuentra cumpliendo medidas alternativas a la prisión preventiva.
62	0	37918	0	
62	0	40795	0	
62	0	87610	0	
62	0	39569	0	
62	0	23998	0	
62	0	100495	0	
62	0	98078	0	
62	0	39354	0	
62	0	77178	1	levantamiento de las medidas alternativas a la prisión preventiva impuestas a Leandra Romero González
62	0	37946	0	
62	0	31859	0	
62	0	74739	1	MANTENER, las medidas alternativas a la prisión preventiva...
62	0	40210	0	
62	0	38588	0	
62	0	23513	1	MANTENER las medidas alternativas a la prisión preventiva, impuestas a MARIELA GIMENEZ SANABRIA
62	0	55109	0	
62	0	24566	0	
62	0	80074	1	En este sentido, el Auto Interlocutorio recurrido dictado por la Jueza Penal de Garantías ha resuelto entre otras NO OTORGAR un pedido de arresto domiciliario solicitado por el representante de la defensa.
62	0	40204	0	
62	0	97398	0	
62	0	56480	0	
62	0	40217	0	
62	0	39414	0	
62	0	23509	0	
62	0	74981	0	
62	0	38057	0	
62	0	84908	1	MANTENER las medidas alternativas a la prisión preventiva impuesta al procesado...
62	0	25729	0	
62	0	84691	0	
62	0	81116	0	
62	0	60976	0	
63	0	61205	1	PATRICIO FIGUEREDO ORTIZ S DESACATO
